ZIP,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE,LAT,LNG,BOROUGH
11218,5136.59131736527,229.27844311377245,11218.0,2.1362275449101795,0.13023952095808383,2.2994011976047903,171.34414602544902,246.39391532185633,1834.2365269461077,1.723053892215569,755360.7065868264,40.643468, -73.976046,Queens
11219,5642.9561042524,430.5294924554184,11219.0,2.290809327846365,0.1728395061728395,2.482853223593964,175.98631857064458,248.40796651989027,1821.60219478738,1.4828532235939644,632255.1042524006,40.632667, -73.996669,Queens
11220,2698.6894824707847,214.3288814691152,11220.0,3.01669449081803,0.17863105175292154,3.2337228714524207,178.28830164774635,285.30712925876475,1867.1686143572622,1.6126878130217028,650656.0450751252,40.641221, -74.016862,Queens
11221,2452.8761528326745,110.20553359683794,11221.0,2.656126482213439,0.12384716732542819,2.7812911725955205,188.51915928590233,267.3840141383397,1838.957839262187,1.3741765480895916,681255.536231884,40.691340, -73.927879,Queens
11222,2620.7901785714284,577.8415178571429,11222.0,1.96875,0.15848214285714285,2.2098214285714284,187.3675169419642,227.8804829888393,1553.0535714285713,2.107142857142857,1064589.5379464286,40.727790, -73.947605,Queens
11223,6964.788580246914,131.75154320987653,11223.0,1.873456790123457,0.1111111111111111,2.0108024691358026,216.33194731018477,205.07577395216023,1899.601851851852,1.376543209876543,628073.561728395,40.597139, -73.973428,Queens
11224,7154.503048780488,448.6676829268293,11224.0,1.173780487804878,0.17073170731707318,1.4390243902439024,223.379598682927,194.70684382621963,1841.719512195122,1.9329268292682926,491156.7012195122,40.577372, -73.988706,Queens
11225,3277.890410958904,175.13013698630138,11225.0,3.2226027397260273,0.18835616438356165,3.4280821917808217,205.3964428835616,328.9784315068493,1821.7876712328766,1.4417808219178083,1004534.6198630137,40.663046, -73.954219,Queens
11226,5043.847727272727,140.27727272727273,11226.0,3.7295454545454545,0.2909090909090909,4.0204545454545455,254.14016822045406,389.6510177386366,1839.8636363636363,1.5772727272727274,966203.3795454545,40.646448, -73.956649,Queens
11228,6189.849889624724,89.68432671081678,11228.0,1.7924944812362031,0.07505518763796909,1.8785871964679912,206.497323346578,185.9097724459161,1884.7836644591612,1.141280353200883,569157.5342163355,40.616695, -74.013047,Queens
11229,7533.948689956332,283.6910480349345,11229.0,1.5993449781659388,0.14301310043668122,1.7663755458515285,177.7558941965064,184.2615383362443,1796.3591703056768,1.529475982532751,473939.22379912663,40.601293, -73.944493,Queens
11230,6444.681047765794,214.71648690292758,11230.0,1.1093990755007703,0.14329738058551617,1.2927580893682589,180.74500529275778,177.2224212804313,1834.2172573189523,1.6825885978428352,654183.9152542372,40.622164, -73.965105,Queens
11231,418.78980891719743,461.29723991507433,11231.0,1.6220806794055203,0.17197452229299362,1.8747346072186837,265.46312301061573,239.13409721656043,1617.9065817409767,1.9745222929936306,1494359.6390658175,40.677916, -74.005154,Queens
11232,776.5892857142857,206.70982142857142,11232.0,3.3660714285714284,0.17857142857142858,3.5625,347.6397080357145,779.2649723080349,1829.40625,1.8794642857142858,807079.4866071428,40.656546, -74.007355,Queens
11233,1567.736752136752,88.82905982905983,11233.0,2.8837606837606837,0.10085470085470086,2.9846153846153847,202.44548312991463,293.7718318752131,1811.791452991453,1.3658119658119658,593568.5794871795,40.678308, -73.919936,Queens
